"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Apple\AppleSoftwareUpdate","2/1/2013 08:32:00","Ready","Interactive/Background","26/12/2012 08:32:00","0","N/A","C:\Program Files (x86)\Apple Software Update\SoftwareUpdate.exe -task","N/A","N/A","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","Users","Enabled","72:00:00","Scheduling data is not available in this format.","Weekly","08:32:00","13/1/2012","N/A","WED","Every 1 week(s)","Disabled","Disabled","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)","Disabled","","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case, it fails silently.","Disabled","Disabled","","Everyone","Disabled","01:00:00","Scheduling data is not available in this format.","Daily ","03:00:00","9/11/2006","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"RENDERMAN","\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)","Disabled","","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case, it fails silently.","Disabled","Disabled","","Everyone","Disabled","01:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)","N/A","Ready","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","Updates the AD RMS rights policy templates for the user. This job provides a credential prompt if authentication to the template distribution web service on the server fails.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","Everyone","Enabled","01:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\AppID\PolicyConverter","Disabled","","Interactive/Background","N/A","1","Microsoft Corporation","%windir%\system32\appidpolicyconverter.exe ","N/A","Converts the software restriction policies policy from XML into binary format.","Disabled","Disabled","","LOCAL SERVICE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck","Disabled","","Interactive/Background","N/A","1","Microsoft Corporation","%windir%\system32\appidcertstorecheck.exe ","N/A","Inspects the AppID certificate cache for invalid or revoked certificates.","Disabled","Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","LOCAL SERVICE","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Application Experience\AitAgent","2/1/2013 02:30:00","Ready","Interactive/Background","1/1/2013 02:30:00","0","Microsoft Corporation","aitagent ","N/A","Aggregates and uploads Application Telemetry information if opted-in to the Microsoft Customer Experience Improvement Program.","Enabled","Only Start If Idle for 3 minutes, If Not Idle Retry For 1320 minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Enabled","72:00:00","Scheduling data is not available in this format.","Daily ","02:30:00","8/10/2007","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"RENDERMAN","\Microsoft\Windows\Application Experience\ProgramDataUpdater","2/1/2013 00:30:00","Ready","Interactive/Background","1/1/2013 00:52:54","0","Microsoft Corporation","%windir%\system32\rundll32.exe aepdu.dll,AePduRunUpdate","N/A","Collects program telemetry information if opted-in to the Microsoft Customer Experience Improvement Program","Enabled","Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Enabled","72:00:00","Scheduling data is not available in this format.","Daily ","00:30:00","8/10/2007","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Autochk\Proxy","N/A","Ready","Interactive/Background","31/12/2012 17:34:36","0","Microsoft Corporation","%windir%\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations","N/A","This task collects and uploads autochk SQM data if opted-in to the Microsoft Customer Experience Improvement Program.","Enabled","Only Start If Idle for 10 minutes, If Not Idle Retry For 525600 minutes","","LOCAL SERVICE","Enabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\CertificateServicesClient\SystemTask","N/A","Ready","Interactive/Background","1/1/2013 22:16:13","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","SYSTEM","Enabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\CertificateServicesClient\SystemTask","N/A","Ready","Interactive/Background","1/1/2013 22:16:13","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","SYSTEM","Enabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\CertificateServicesClient\SystemTask","N/A","Ready","Interactive/Background","1/1/2013 22:16:13","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","SYSTEM","Enabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","1/1/2013 22:32:50","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Enabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","1/1/2013 22:32:50","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Enabled","Disabled","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready","Interactive/Background","1/1/2013 22:32:50","0","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Enabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\CertificateServicesClient\UserTask-Roam","Disabled","","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\CertificateServicesClient\UserTask-Roam","Disabled","","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Customer Experience Improvement Program\Consolidator","2/1/2013 14:00:00","Could not start","Interactive/Background","1/1/2013 19:00:00","-2147479295","Microsoft Corporation","%SystemRoot%\System32\wsqmcons.exe ","N/A","If the user has consented to participate in the Windows Customer Experience Improvement Program, this job collects and sends usage data to Microsoft.","Enabled","Disabled","","SYSTEM","Enabled","72:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","00:00:00","2/1/2004","N/A","N/A","N/A","19 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"RENDERMAN","\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask","3/1/2013 03:30:00","Ready","Interactive/Background","29/12/2012 23:39:09","0","Microsoft Corporation","COM handler","N/A","The Kernel CEIP (Customer Experience Improvement Program) task collects additional information about the system and sends this data to Microsoft.  If the user has not consented to participate in Windows CEIP, this task does nothing.","Enabled","Only Start If Idle for 3 minutes, If Not Idle Retry For 1020 minutes","No Start On Batteries","LOCAL SERVICE","Enabled","72:00:00","Scheduling data is not available in this format.","Weekly","03:30:00","1/9/2008","N/A","THU","Every 1 week(s)","Disabled","Disabled","Disabled","Disabled"
"RENDERMAN","\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip","2/1/2013 01:30:00","Ready","Interactive/Background","30/12/2012 01:30:00","0","Microsoft Corporation","COM handler","N/A","The USB CEIP (Customer Experience Improvement Program) task collects Universal Serial Bus related statistics and information about your machine and sends it to the Windows Device Connectivity engineering group at Microsoft.  The information received is ","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","LOCAL SERVICE","Enabled","72:00:00","Scheduling data is not available in this format.","Daily ","01:30:00","25/4/2008","N/A","Every 3 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerCeipAssistant","2/1/2013 02:43:57","Could not start","Interactive/Background","31/12/2012 13:20:42","-2133393396","Microsoft Corporation","%windir%\system32\ceipdata.exe ","N/A","This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Enabled","01:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","02:38:10","2/1/2013","N/A","N/A","N/A","6 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"RENDERMAN","\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector","3/1/2013 00:59:17","Ready","Interactive/Background","27/12/2012 00:36:55","0","Microsoft Corporation","%windir%\system32\ceiprole.exe ","N/A","This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Enabled","72:00:00","Scheduling data is not available in this format.","Daily ","00:30:00","1/1/2004","N/A","Every 7 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"RENDERMAN","\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleUsageCollector","2/1/2013 06:31:54","Could not start","Interactive/Background","31/12/2012 11:06:31","-2133393396","Microsoft Corporation","%windir%\system32\ceipdata.exe -roleusage","N/A","This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Enabled","01:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","00:16:59","2/1/2013","N/A","N/A","N/A","12 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Defrag\ScheduledDefrag","5/1/2013 04:00:00","Ready","Interactive/Background","31/12/2012 17:27:36","0","Microsoft Corporation","%windir%\system32\defrag.exe \\?\Volume{b0564c9f-dc45-11df-ae83-1c6f65325df9}\ \\?\Volume{83f05c5e-dc3c-11df-9a16-806e6f6e6963}\","N/A","This task defragments the computers hard disk drives.","Enabled","Only Start If Idle for 3 minutes, If Not Idle Retry For 10080 minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Enabled","72:00:00","Scheduling data is not available in this format.","Weekly","04:00:00","19/3/2011","N/A","SAT","Every 1 week(s)","Disabled","Disabled","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector","Disabled","","Interactive/Background","19/11/2010 13:30:52","0","Microsoft Corporation","%windir%\system32\rundll32.exe dfdts.dll,DfdGetDefaultPolicyAndSMART","N/A","The Windows Disk Diagnostic reports general disk and system information to Microsoft for users participating in the Customer Experience Program.","Disabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes","No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Weekly","01:00:00","1/1/2004","N/A","SUN","Every 2 week(s)","Disabled","Disabled","Disabled","Disabled"
"RENDERMAN","\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver","Disabled","","Interactive/Background","N/A","1","Microsoft Corporation","%windir%\system32\DFDWiz.exe ","N/A","The Microsoft-Windows-DiskDiagnosticResolver warns users about faults reported by hard disks that support the Self Monitoring and Reporting Technology (S.M.A.R.T.) standard. This task is triggered automatically by the Diagnostic Policy Service when a S.","Disabled","Disabled","","Users","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\MemoryDiagnostic\CorruptionDetector","N/A","Ready","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","Task for launching the Memory Diagnostic","Enabled","Disabled","","Users","Enabled","72:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\MemoryDiagnostic\DecompressionFailureDetector","N/A","Ready","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","Task for launching the Memory Diagnostic","Enabled","Disabled","","Users","Enabled","72:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\MUI\LPRemove","N/A","Unknown","Interactive/Background","31/12/2012 17:34:36","0","Microsoft Corporation","%windir%\system32\lpremove.exe ","N/A","Launch language cleanup tool","Enabled","Only Start If Idle for 10 minutes, If Not Idle Retry For 10 minutes Stop the task if Idle State end","No Start On Batteries","SYSTEM","Enabled","09:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Multimedia\SystemSoundsService","N/A","Running","Interactive/Background","1/1/2013 22:32:50","267009","N/A","COM handler","N/A","System Sounds User Mode Agent","Enabled","Disabled","","Users","Enabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\NetTrace\GatherNetworkInfo","N/A","Ready","Interactive/Background","N/A","1","Microsoft","%windir%\system32\gatherNetworkInfo.vbs ","$(Arg1)","Network information collector","Enabled","Disabled","Stop On Battery Mode","Users","Enabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Offline Files\Background Synchronization","Disabled","","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","This task controls periodic background synchronization of Offline Files when the user is working in an offline mode.","Disabled","Disabled","","Authenticated Users","Disabled","24:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","00:00:00","1/1/2008","N/A","N/A","N/A","6 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"RENDERMAN","\Microsoft\Windows\Offline Files\Logon Synchronization","Disabled","","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","This task initiates synchronization of Offline Files when a user logs onto the system.","Disabled","Disabled","Stop On Battery Mode, No Start On Batteries","Authenticated Users","Disabled","24:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem","8/1/2013 13:03:49","Ready","Interactive/Background","29/12/2012 23:41:09","0","Microsoft Corporation","%SystemRoot%\System32\powercfg.exe -energy -auto","N/A","This job analyzes the system looking for conditions that may cause high energy use.","Enabled","Only Start If Idle for 5 minutes, If Not Idle Retry For 120 minutes","","SYSTEM","Enabled","00:05:00","Scheduling data is not available in this format.","Daily ","06:00:00","1/1/2008","N/A","Every 14 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\RAC\RacTask","1/1/2013 23:03:48","Ready","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","Microsoft Reliability Analysis task to process system reliability data.","Enabled","Disabled","","LOCAL SERVICE","Enabled","Disabled","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"RENDERMAN","\Microsoft\Windows\RAC\RacTask","1/1/2013 23:09:25","Ready","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","Microsoft Reliability Analysis task to process system reliability data.","Enabled","Disabled","","LOCAL SERVICE","Enabled","Disabled","Scheduling data is not available in this format.","One Time Only, Hourly ","00:00:00","31/3/2008","N/A","N/A","N/A","1 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Ras\MobilityManager","N/A","Ready","Interactive/Background","N/A","1","Microsoft Corporation","COM handler","N/A","Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down.","Enabled","Disabled","","LOCAL SERVICE","Enabled","72:00:00","Scheduling data is not available in this format.","When an event occurs","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"RENDERMAN","\Microsoft\Windows\Registry\RegIdleBackup","4/1/2013 00:51:01","Ready","Interactive/Background","29/12/2012 23:39:09","0","Microsoft Corporation","COM handler","N/A","Registry Idle Backup Task","Enabled","Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end","","SYSTEM","Enabled","Disabled","Scheduling data is not available in this format.","Daily ","00:00:00","1/1/2008","N/A","Every 10 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
